Coluna ID,Matrícula do Usuário Cadastrante,Origem,UGB/DESC_GG (Nível 2),GERENCIA/AREA FABRICA (Nível 3),DEPARTAMENTO (Nível 5),Descrição,Nível do Acidente,Momento
353896,142654,DD13,TRANSF. PLÁSTICA,CHAPAS E EXTRUSÃO,1LC002 - FCA-CHAPA LAM.QUENTE,"Durante o processo de laminação a chapa encostou no chuveiro de emulsão ,tendo pequena projeção de  emulsão no operador.",1,2020-02-11 17:00:00
347460,142654,DD13,TRANSF. PLÁSTICA,CHAPAS E EXTRUSÃO,1LC002 - FCA-CHAPA LAM.QUENTE,"Durante o processo de laminação a chapa bateu na escada, vindo a derrubar a mesma.",,2020-02-11 17:00:00
336125,250874,DD13,TRANSF. PLÁSTICA,CHAPAS E EXTRUSÃO,1LC002 - FCA-CHAPA LAM.QUENTE,Ao fazer manutenção no redutor da máquina 2aq colaborador veio a tropeçar numa mangueira exposta ao chão vindo a quase bater o rosto no redutor. ,4,2020-02-04 09:20:00
281479,142654,DD13,TRANSF. PLÁSTICA,CHAPAS E EXTRUSÃO,1LC002 - FCA-CHAPA LAM.QUENTE,Empregado  tropeçou no quadro de Gestão da Bobinadeira 2AQ.,4,2019-01-23 14:40:00
278567,142654,DD13,TRANSF. PLÁSTICA,CHAPAS E EXTRUSÃO,1LC003 - FCA-CHAPA LAM.FRIO,"Durante  jateamento da coifa do laminador 2AQ, houve o rompimento da conexão da mangueira vindo a chicotear a mangueira.",3,2019-01-20 17:10:00
303586,255107,DD13,TRANSF. PLÁSTICA,CHAPAS E EXTRUSÃO,1LC003 - FCA-CHAPA LAM.FRIO,"Rolete se soltou da mesa de entrada ,vindo a cair sobre o piso, próximo ao  local a onde operação passa para realizar arqueamento de Bobinas lado B.",4,2020-02-10 20:05:00
332569,142654,DD13,TRANSF. PLÁSTICA,CHAPAS E EXTRUSÃO,1LC003 - FCA-CHAPA LAM.FRIO,"Empregado ao se movimentar ao redor do equipamento , piso com o pé direito dentro da vala próximo a mesa de entrada.",4,
320570,143220,DD13,TRANSF. PLÁSTICA,CHAPAS E EXTRUSÃO,1LC003 - FCA-CHAPA LAM.FRIO,AO MANOBRAR A EMPILHADEIRA 1079 O OPERADOR VEIO A ENCOSTAR NO GUARDA CORPO.,1,2020-02-24 01:00:00
316721,,DD13,TRANSF. PLÁSTICA,CHAPAS E EXTRUSÃO,1LC003 - FCA-CHAPA LAM.FRIO,"Cabos de aço da Ponte Rolante n° 160  bateu no espelho, vindo a quebrar o mesmo.",1,2020-02-20 20:30:00
366336,142654,DD13,TRANSF. PLÁSTICA,CHAPAS E EXTRUSÃO,1LC003 - FCA-CHAPA LAM.FRIO,"Ao colocar o rolo na desbobinadeira do Laminador 4AF com auxilio da Ponte rolante ,  o rolo veio a bater na luminária.",2,2020-02-19 21:20:00
380328,141368,DD13,TRANSF. PLÁSTICA,CHAPAS E EXTRUSÃO,1LC004 - FCA-CHAPA F STOCK,AO RETIRAR O ROLO DO BOBINADOR DO LAMINADOR SOROCABA O MESMO VEIO A CAIR DO CARRO DE SAIDA  PRÓXIMO A SELA.,1,2020-02-01 17:35:00
434564,141368,DD13,TRANSF. PLÁSTICA,CHAPAS E EXTRUSÃO,1LC004 - FCA-CHAPA F STOCK,"AO FAZER A MANOBRA COM A CARRETA PARA ENTRAR NO PAVILHÃO DO LAMINADOR SOROCABA, A MESMA VEIO A COLIDIR COM O BATENTE DA PORTA.",1,2020-02-09 14:30:00
437614,255107,DD13,TRANSF. PLÁSTICA,CHAPAS E EXTRUSÃO,1LC005 - FCA-CHAPA AUXILIARES,"AO MANOBRAR A EMPILHADEIRA A MESMA VEIO A ENCOSTAR NA GRADE DE PROTEÇÃO, DEIXANDO A MESMA LEVEMENTE AMAÇADA.",1,2020-02-13 15:00:00
379229,255107,DD13,TRANSF. PLÁSTICA,CHAPAS E EXTRUSÃO,1LC005 - FCA-CHAPA AUXILIARES,"Durante a passagem pela área de empilhamento de lotes de telha ao pisar sob uma chapa do piso, a mesma veio  a quebrar a solda.",4,2020-02-29 10:05:00
371558,208077,DD13,TRANSF. PLÁSTICA,CHAPAS E EXTRUSÃO,1LC005 - FCA-CHAPA AUXILIARES,AO MANOBRAR A EMPILHADEIRA O ROLO QUE ESTAVA NO BERÇO VEIO A TOMBAR VINDO A BATER NA PROTEÇÃO E DANIFICANDO A MESMA.,1,2020-02-25 09:00:00
